age,workclass,fnlwgt,education,educational-num,marital-status,occupation,relationship,race,gender,capital-gain,capital-loss,hours-per-week,native-country,income
53,Private,237868,HS-grad,9,Married-civ-spouse,?,Husband,White,Male,0,0,35,United-States,>50K
37,Local-gov,263690,Bachelors,13,Never-married,Prof-specialty,Unmarried,Black,Male,0,0,40,?,<=50K
20,Private,318865,Some-college,10,Never-married,?,Not-in-family,White,Male,0,0,40,United-States,<=50K
64,Self-emp-not-inc,71807,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,15024,0,50,?,>50K
20,Private,303121,Some-college,10,Never-married,?,Own-child,White,Male,0,0,45,United-States,<=50K
39,Private,198654,HS-grad,9,Divorced,Exec-managerial,Unmarried,Black,Female,99999,0,40,United-States,>50K
45,Private,319993,HS-grad,9,Widowed,?,Unmarried,White,Female,0,0,40,Mexico,<=50K
50,Self-emp-not-inc,165001,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,99999,0,80,United-States,>50K
73,Private,73402,Some-college,10,Married-civ-spouse,?,Husband,White,Male,0,0,10,United-States,<=50K
41,Private,155041,HS-grad,9,Never-married,?,Own-child,White,Female,3418,0,40,United-States,<=50K
63,Private,156158,HS-grad,9,Married-civ-spouse,?,Husband,White,Male,0,0,16,United-States,<=50K
27,Private,500068,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,36,?,<=50K
22,Private,213291,Assoc-acdm,12,Never-married,?,Own-child,White,Male,0,0,25,United-States,<=50K
54,Self-emp-inc,159219,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,99999,0,40,United-States,>50K
65,Private,88145,1st-4th,2,Married-civ-spouse,Handlers-cleaners,Husband,Other,Male,0,0,40,?,<=50K
23,Private,192028,Some-college,10,Never-married,?,Own-child,White,Female,0,0,35,United-States,<=50K
19,Private,50626,Some-college,10,Never-married,?,Own-child,Black,Female,0,0,20,United-States,<=50K
75,Private,26586,10th,6,Married-spouse-absent,?,Not-in-family,White,Female,0,0,5,United-States,<=50K
19,Private,47235,Some-college,10,Never-married,?,Own-child,White,Female,0,0,20,United-States,<=50K
28,State-gov,293628,Masters,14,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,10,?,<=50K
38,Private,48976,HS-grad,9,Married-civ-spouse,?,Wife,White,Female,0,1887,10,United-States,>50K
63,Private,156120,5th-6th,3,Never-married,Priv-house-serv,Not-in-family,White,Female,0,0,50,?,<=50K
20,Private,38455,HS-grad,9,Never-married,?,Unmarried,White,Male,0,0,40,United-States,<=50K
73,Private,145748,HS-grad,9,Married-civ-spouse,?,Husband,White,Male,0,0,8,United-States,<=50K
43,Private,180318,11th,7,Separated,?,Other-relative,White,Male,0,0,40,United-States,<=50K
18,Private,39493,Some-college,10,Never-married,?,Own-child,White,Male,0,0,30,United-States,<=50K
64,Private,192715,Bachelors,13,Married-civ-spouse,?,Husband,White,Male,0,1672,10,United-States,<=50K
71,Private,113445,5th-6th,3,Married-civ-spouse,?,Husband,White,Male,0,0,10,United-States,<=50K
59,Private,179078,HS-grad,9,Widowed,?,Unmarried,Black,Female,0,0,40,United-States,<=50K
30,Private,126402,11th,7,Never-married,?,Unmarried,Black,Female,0,0,40,United-States,<=50K
60,Private,164730,Bachelors,13,Married-civ-spouse,?,Husband,White,Male,0,0,40,United-States,<=50K
51,Private,190678,HS-grad,9,Divorced,Prof-specialty,Unmarried,Black,Female,0,0,40,?,<=50K
22,Private,228686,Some-college,10,Divorced,?,Own-child,White,Male,0,1602,25,United-States,<=50K
65,Private,190454,11th,7,Married-civ-spouse,?,Husband,White,Male,0,0,29,United-States,<=50K
43,Private,315971,Assoc-acdm,12,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,32,?,>50K
20,Private,346341,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,?,<=50K
41,Private,191547,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,99999,0,55,United-States,>50K
37,Private,171482,Some-college,10,Married-civ-spouse,?,Husband,White,Male,0,0,30,United-States,<=50K
43,State-gov,125831,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Male,99999,0,60,United-States,>50K
20,Private,239805,Some-college,10,Never-married,?,Not-in-family,White,Male,0,0,16,United-States,<=50K
34,Private,143582,HS-grad,9,Married-spouse-absent,?,Not-in-family,Asian-Pac-Islander,Female,0,0,37,Taiwan,<=50K
20,Private,281668,Some-college,10,Never-married,?,Other-relative,Black,Female,0,0,40,United-States,<=50K
17,Private,143331,11th,7,Never-married,?,Own-child,White,Male,0,0,40,United-States,<=50K
20,Private,55263,Some-college,10,Never-married,?,Own-child,White,Male,0,0,40,United-States,<=50K
62,Private,103575,HS-grad,9,Married-civ-spouse,?,Husband,White,Male,5178,0,40,United-States,>50K
27,Private,108926,Some-college,10,Married-civ-spouse,?,Husband,Black,Male,0,0,5,United-States,<=50K
37,Private,98644,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,16,?,>50K
50,Private,137632,HS-grad,9,Married-civ-spouse,?,Husband,Black,Male,0,0,45,Haiti,<=50K
33,Private,207668,Bachelors,13,Never-married,?,Own-child,White,Male,0,0,40,United-States,<=50K
44,Private,217039,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,99999,0,60,United-States,>50K
19,Private,208630,HS-grad,9,Never-married,?,Own-child,White,Female,0,0,30,United-States,<=50K
31,Private,186369,9th,5,Divorced,?,Unmarried,White,Female,0,0,40,United-States,<=50K
79,Private,27457,Masters,14,Never-married,?,Not-in-family,White,Female,0,0,23,United-States,<=50K
19,Private,165416,Some-college,10,Never-married,?,Own-child,Black,Female,0,0,40,United-States,<=50K
21,Private,132053,Some-college,10,Never-married,?,Own-child,White,Female,0,0,35,United-States,<=50K
18,Private,240183,HS-grad,9,Never-married,?,Own-child,White,Female,0,0,45,United-States,<=50K
59,Self-emp-inc,77816,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,99999,0,40,United-States,>50K
19,Private,426589,HS-grad,9,Never-married,?,Own-child,White,Female,0,0,15,United-States,<=50K
18,Private,243203,Some-college,10,Never-married,?,Own-child,White,Male,0,0,40,Puerto-Rico,<=50K
53,Private,118058,HS-grad,9,Married-civ-spouse,?,Husband,White,Male,0,0,40,United-States,>50K
41,Federal-gov,171589,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,?,>50K
20,Private,184271,Assoc-acdm,12,Never-married,?,Own-child,White,Female,594,0,20,United-States,<=50K
51,Private,285200,HS-grad,9,Married-civ-spouse,?,Husband,White,Male,2105,0,24,United-States,<=50K
57,Private,274680,Preschool,1,Separated,?,Not-in-family,White,Male,0,0,40,United-States,<=50K
35,Private,77792,HS-grad,9,Married-civ-spouse,Other-service,Wife,Asian-Pac-Islander,Female,0,0,40,?,<=50K
25,Private,257006,11th,7,Divorced,?,Unmarried,White,Female,0,0,40,United-States,<=50K
18,Private,35855,11th,7,Never-married,?,Own-child,White,Male,0,0,30,United-States,<=50K
65,Private,173309,7th-8th,4,Widowed,?,Not-in-family,White,Female,401,0,12,United-States,<=50K
26,Private,102400,HS-grad,9,Married-civ-spouse,?,Own-child,White,Male,0,0,40,United-States,<=50K
67,Private,106175,Bachelors,13,Married-civ-spouse,?,Husband,White,Male,0,0,20,United-States,>50K
51,Private,295538,Some-college,10,Married-civ-spouse,?,Husband,White,Male,0,0,40,United-States,<=50K
44,Private,120277,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,99999,0,60,United-States,>50K
63,Private,107085,HS-grad,9,Widowed,?,Not-in-family,White,Female,0,0,7,United-States,<=50K
43,Private,115562,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,99999,0,50,United-States,>50K
48,Private,117054,5th-6th,3,Divorced,?,Not-in-family,White,Male,0,0,99,United-States,<=50K
56,Self-emp-inc,124137,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,99999,0,45,United-States,>50K
27,State-gov,301302,Doctorate,16,Married-spouse-absent,Tech-support,Not-in-family,White,Male,0,0,20,?,<=50K
45,Private,53540,11th,7,Divorced,?,Unmarried,Black,Female,0,0,16,United-States,<=50K
65,Private,91262,HS-grad,9,Married-civ-spouse,?,Husband,Asian-Pac-Islander,Male,0,0,48,United-States,>50K
58,Private,230586,10th,6,Widowed,?,Unmarried,Black,Female,0,0,40,United-States,<=50K
22,Private,204935,HS-grad,9,Never-married,?,Own-child,White,Male,0,0,40,United-States,<=50K
20,Private,125905,Some-college,10,Never-married,?,Own-child,White,Male,0,0,30,United-States,<=50K
41,Private,283174,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,99999,0,40,United-States,>50K
33,Private,148380,Bachelors,13,Married-civ-spouse,?,Wife,White,Female,3103,0,60,United-States,>50K
21,Private,197583,Some-college,10,Never-married,?,Own-child,White,Female,0,0,40,United-States,<=50K
19,Private,233779,HS-grad,9,Never-married,?,Own-child,White,Male,0,0,25,United-States,<=50K
21,Private,152328,Some-college,10,Never-married,?,Own-child,White,Male,0,0,40,United-States,<=50K
52,Private,133336,10th,6,Divorced,?,Not-in-family,White,Male,0,0,25,United-States,<=50K
18,Private,36779,11th,7,Never-married,?,Own-child,White,Female,0,0,20,United-States,<=50K
26,Private,157617,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Male,0,0,40,?,<=50K
20,Private,228649,Some-college,10,Never-married,?,Own-child,White,Male,0,0,30,United-States,<=50K
67,Private,366425,Doctorate,16,Divorced,Exec-managerial,Not-in-family,White,Male,99999,0,60,United-States,>50K
29,Private,108126,9th,5,Separated,?,Own-child,White,Female,0,0,40,United-States,<=50K
32,Self-emp-not-inc,198613,Bachelors,13,Never-married,Sales,Not-in-family,White,Male,0,0,45,?,>50K
66,Private,128614,10th,6,Married-civ-spouse,?,Husband,White,Male,0,0,15,United-States,>50K
44,Private,210875,11th,7,Divorced,?,Not-in-family,Black,Female,0,0,40,United-States,<=50K
65,Private,101427,Bachelors,13,Married-civ-spouse,?,Husband,White,Male,2653,0,30,United-States,<=50K
66,Private,73522,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,?,<=50K
34,Private,370209,HS-grad,9,Divorced,?,Not-in-family,White,Male,0,0,40,United-States,<=50K
17,Private,99695,10th,6,Never-married,?,Own-child,White,Female,0,0,15,United-States,<=50K
19,Private,218171,Some-college,10,Never-married,?,Own-child,Asian-Pac-Islander,Male,0,0,2,South,<=50K
23,Private,211968,Some-college,10,Never-married,?,Own-child,White,Female,0,0,23,Iran,<=50K
27,Private,60726,Bachelors,13,Never-married,?,Not-in-family,Black,Male,0,0,45,United-States,<=50K
19,Private,91278,Some-college,10,Never-married,?,Own-child,White,Male,0,0,25,United-States,<=50K
19,Private,291692,Some-college,10,Never-married,?,Own-child,White,Male,0,0,28,United-States,<=50K
20,Private,121389,Some-college,10,Never-married,?,Own-child,White,Male,0,0,32,United-States,<=50K
55,Private,125659,HS-grad,9,Married-civ-spouse,?,Wife,White,Female,0,0,6,United-States,>50K
54,Private,120781,Doctorate,16,Married-spouse-absent,?,Unmarried,Asian-Pac-Islander,Male,0,0,20,India,<=50K
29,Private,522241,Some-college,10,Married-civ-spouse,?,Wife,White,Female,0,0,40,United-States,<=50K
28,Private,192257,Some-college,10,Married-civ-spouse,?,Husband,White,Male,0,0,5,United-States,<=50K
20,Private,68620,Some-college,10,Never-married,?,Own-child,White,Male,0,0,40,United-States,<=50K
20,Private,123536,Some-college,10,Never-married,?,Not-in-family,Asian-Pac-Islander,Female,0,0,40,United-States,<=50K
64,Private,146674,HS-grad,9,Married-civ-spouse,Other-service,Husband,Black,Male,0,0,40,?,>50K
21,Private,113760,HS-grad,9,Never-married,?,Own-child,White,Female,0,0,40,United-States,<=50K
40,Private,253717,11th,7,Married-civ-spouse,?,Wife,White,Female,0,0,16,United-States,<=50K
23,Private,194096,Some-college,10,Never-married,?,Own-child,White,Female,0,0,30,United-States,<=50K
22,Private,208946,Assoc-acdm,12,Never-married,Sales,Own-child,White,Male,0,0,30,?,<=50K
36,Private,157278,Some-college,10,Never-married,?,Not-in-family,White,Female,0,0,40,United-States,<=50K
22,Private,261881,11th,7,Never-married,?,Other-relative,Black,Female,0,0,15,United-States,<=50K
22,Private,191561,Some-college,10,Married-civ-spouse,?,Wife,White,Female,0,0,30,United-States,<=50K
18,Private,142043,11th,7,Never-married,?,Other-relative,White,Male,0,0,15,United-States,<=50K
62,Private,119986,Bachelors,13,Married-civ-spouse,?,Husband,White,Male,0,0,60,United-States,>50K
53,Private,394690,Some-college,10,Married-civ-spouse,?,Wife,White,Female,0,0,5,United-States,<=50K
17,Private,347248,10th,6,Never-married,?,Own-child,White,Female,0,0,20,United-States,<=50K
52,Private,188431,HS-grad,9,Married-civ-spouse,?,Husband,White,Male,0,0,45,United-States,<=50K
65,Private,258973,Some-college,10,Widowed,?,Not-in-family,White,Female,401,0,14,United-States,<=50K
21,Private,162165,Some-college,10,Never-married,?,Not-in-family,White,Female,0,0,43,United-States,<=50K
19,Private,341631,HS-grad,9,Never-married,?,Other-relative,White,Female,0,0,25,United-States,<=50K
51,Private,145409,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,?,>50K
24,Private,287413,HS-grad,9,Never-married,?,Not-in-family,Black,Male,0,0,60,United-States,<=50K
23,Private,473206,HS-grad,9,Never-married,?,Own-child,Black,Male,0,0,32,United-States,<=50K
29,Private,160510,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,?,>50K
58,Private,223214,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,?,>50K
40,Private,136986,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,99999,0,52,United-States,>50K
22,Private,303579,Some-college,10,Never-married,?,Own-child,White,Male,0,1602,8,United-States,<=50K
41,Self-emp-inc,244172,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,?,>50K
73,Private,99349,Bachelors,13,Widowed,?,Not-in-family,White,Female,0,0,15,United-States,<=50K
83,Private,29702,7th-8th,4,Married-civ-spouse,?,Husband,White,Male,0,0,20,United-States,<=50K
41,Private,133456,Assoc-acdm,12,Widowed,?,Not-in-family,White,Female,0,0,50,United-States,<=50K
20,Private,203353,Some-college,10,Never-married,?,Own-child,White,Female,0,0,40,United-States,<=50K
23,Private,172232,Some-college,10,Never-married,?,Own-child,White,Male,0,0,40,United-States,<=50K
22,Private,185357,Some-college,10,Never-married,?,Own-child,White,Male,0,0,50,United-States,<=50K
30,Private,427541,HS-grad,9,Never-married,Handlers-cleaners,Own-child,Black,Female,99999,0,40,United-States,>50K
18,Private,90636,Some-college,10,Never-married,?,Own-child,Amer-Indian-Eskimo,Female,594,0,40,United-States,<=50K
57,Private,166107,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,Asian-Pac-Islander,Female,0,0,40,?,<=50K
20,Private,228326,Some-college,10,Never-married,?,Own-child,White,Male,0,0,60,United-States,<=50K
27,Private,119851,Some-college,10,Divorced,?,Unmarried,Amer-Indian-Eskimo,Female,0,0,40,United-States,<=50K
68,Private,110931,HS-grad,9,Widowed,?,Not-in-family,White,Female,0,0,32,United-States,<=50K
55,Private,246219,7th-8th,4,Married-civ-spouse,?,Husband,White,Male,2105,0,40,United-States,<=50K
75,Private,226593,HS-grad,9,Widowed,?,Not-in-family,White,Female,0,0,20,United-States,<=50K
20,Private,369907,Some-college,10,Never-married,?,Own-child,White,Male,0,0,20,United-States,<=50K
31,Self-emp-inc,112564,Some-college,10,Never-married,Sales,Other-relative,White,Male,0,0,40,?,<=50K
20,Private,323309,HS-grad,9,Never-married,?,Own-child,Other,Male,0,0,60,South,<=50K
18,Private,191817,11th,7,Never-married,?,Own-child,White,Male,0,0,20,Mexico,<=50K
47,Private,263984,Some-college,10,Married-spouse-absent,Exec-managerial,Not-in-family,Black,Male,0,0,40,?,<=50K
33,Federal-gov,207723,Masters,14,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,Male,0,0,40,?,<=50K
35,Private,224466,HS-grad,9,Never-married,?,Other-relative,Black,Male,0,0,24,United-States,<=50K
52,Private,91447,Bachelors,13,Widowed,?,Not-in-family,White,Female,0,2205,8,United-States,<=50K
28,Private,243190,Bachelors,13,Never-married,?,Not-in-family,Asian-Pac-Islander,Male,0,0,30,?,<=50K
23,Private,205690,Assoc-voc,11,Never-married,?,Unmarried,Black,Male,0,0,40,United-States,<=50K
45,Private,259412,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,99999,0,50,United-States,>50K
36,Private,137492,HS-grad,9,Divorced,?,Unmarried,Black,Female,0,0,40,United-States,<=50K
61,Self-emp-inc,103575,Prof-school,15,Married-civ-spouse,Exec-managerial,Husband,White,Male,99999,0,40,United-States,>50K
46,Private,192713,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,?,<=50K
36,Private,247547,HS-grad,9,Never-married,?,Not-in-family,Black,Female,0,0,40,United-States,<=50K
45,Private,69596,10th,6,Divorced,?,Unmarried,White,Female,0,0,40,United-States,<=50K
52,Private,45599,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,?,<=50K
35,Private,29075,11th,7,Divorced,?,Unmarried,Amer-Indian-Eskimo,Female,0,0,6,United-States,<=50K
37,State-gov,117166,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,?,<=50K
23,Private,191878,Some-college,10,Never-married,Sales,Own-child,Black,Female,0,0,38,?,<=50K
50,Private,339547,Some-college,10,Married-civ-spouse,?,Husband,Asian-Pac-Islander,Male,0,0,50,?,<=50K
17,Private,94492,10th,6,Never-married,?,Own-child,White,Female,0,0,30,United-States,<=50K
36,Private,181553,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,?,<=50K
21,Private,436431,Preschool,1,Married-civ-spouse,?,Other-relative,White,Female,0,0,40,Mexico,<=50K
76,Private,197988,5th-6th,3,Married-civ-spouse,?,Husband,White,Male,0,0,8,United-States,<=50K
69,Private,156387,HS-grad,9,Married-civ-spouse,?,Husband,White,Male,0,0,40,United-States,<=50K
38,Private,295166,HS-grad,9,Married-civ-spouse,?,Husband,Black,Male,0,0,40,United-States,<=50K
57,Self-emp-inc,249072,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,99999,0,60,United-States,>50K
64,Private,285742,10th,6,Married-civ-spouse,?,Husband,White,Male,0,0,50,United-States,>50K
61,Private,274499,HS-grad,9,Married-civ-spouse,?,Husband,Black,Male,0,0,40,United-States,<=50K
33,Self-emp-not-inc,300681,10th,6,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,0,50,?,<=50K
37,Local-gov,76845,Masters,14,Never-married,Prof-specialty,Not-in-family,Black,Male,0,0,40,?,<=50K
22,Private,33016,Some-college,10,Never-married,?,Own-child,White,Male,0,0,40,United-States,<=50K
54,Private,389182,HS-grad,9,Divorced,?,Not-in-family,White,Female,0,0,60,Germany,<=50K
41,Private,307589,Bachelors,13,Married-civ-spouse,?,Wife,Asian-Pac-Islander,Female,0,0,5,Philippines,<=50K
41,Private,193537,Assoc-acdm,12,Divorced,?,Unmarried,White,Female,0,0,10,Dominican-Republic,<=50K
64,Private,201700,7th-8th,4,Married-civ-spouse,?,Husband,White,Male,0,0,40,United-States,<=50K
20,Private,175431,Some-college,10,Never-married,?,Own-child,White,Male,0,0,40,United-States,<=50K
36,Private,103886,HS-grad,9,Married-civ-spouse,?,Husband,White,Male,0,0,15,United-States,<=50K
61,Private,29059,HS-grad,9,Widowed,?,Not-in-family,White,Female,0,0,12,United-States,<=50K
51,Private,243631,HS-grad,9,Married-civ-spouse,?,Husband,Asian-Pac-Islander,Male,2105,0,20,South,<=50K
21,Private,154556,Some-college,10,Never-married,Other-service,Own-child,White,Male,0,0,15,?,<=50K
27,Private,96219,HS-grad,9,Separated,?,Unmarried,White,Female,0,0,50,United-States,<=50K
65,Private,94809,HS-grad,9,Widowed,?,Not-in-family,White,Female,0,0,40,United-States,<=50K
47,Private,163748,Masters,14,Divorced,?,Unmarried,White,Female,0,0,35,?,<=50K
72,Private,195181,HS-grad,9,Married-civ-spouse,?,Husband,White,Male,0,0,32,United-States,<=50K
27,Private,258231,HS-grad,9,Never-married,?,Not-in-family,White,Male,0,0,35,?,<=50K
36,Private,179731,HS-grad,9,Never-married,Priv-house-serv,Other-relative,White,Female,0,0,20,?,<=50K
19,Private,180395,Some-college,10,Never-married,?,Own-child,Asian-Pac-Islander,Female,0,0,36,United-States,<=50K
29,Private,212588,Bachelors,13,Never-married,?,Not-in-family,White,Male,0,0,53,United-States,<=50K
27,Private,95708,11th,7,Divorced,?,Not-in-family,Asian-Pac-Islander,Male,0,0,40,United-States,<=50K
71,Private,111712,Some-college,10,Married-civ-spouse,?,Husband,White,Male,0,0,16,United-States,<=50K
54,Private,186565,Masters,14,Divorced,?,Not-in-family,White,Male,0,0,1,United-States,<=50K
32,Private,161288,9th,5,Married-civ-spouse,?,Husband,White,Male,0,0,45,United-States,<=50K
45,State-gov,164593,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,40,?,<=50K
31,Self-emp-not-inc,190650,Masters,14,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,Male,0,0,40,?,<=50K
21,Private,216867,Some-college,10,Never-married,?,Other-relative,White,Male,0,0,40,Mexico,<=50K
23,Private,164732,Some-college,10,Never-married,?,Not-in-family,White,Male,0,0,10,United-States,<=50K
27,Private,132372,HS-grad,9,Never-married,?,Unmarried,White,Female,0,0,40,?,<=50K
18,Private,151404,11th,7,Never-married,?,Own-child,White,Female,0,0,15,United-States,<=50K
47,Private,104489,10th,6,Married-civ-spouse,?,Husband,White,Male,0,0,45,United-States,<=50K
27,Private,176683,Some-college,10,Never-married,?,Own-child,White,Male,0,1719,40,United-States,<=50K
21,Private,34446,Some-college,10,Never-married,?,Own-child,White,Female,0,0,35,United-States,<=50K
37,Private,70282,HS-grad,9,Never-married,?,Not-in-family,Black,Female,0,0,40,United-States,<=50K
31,Private,356410,Assoc-voc,11,Married-civ-spouse,Sales,Husband,White,Male,99999,0,40,United-States,>50K
75,Private,27663,7th-8th,4,Separated,?,Not-in-family,White,Male,0,0,50,United-States,<=50K
40,Private,320451,Bachelors,13,Married-civ-spouse,Tech-support,Husband,Asian-Pac-Islander,Male,0,0,40,?,>50K
21,Private,234838,Some-college,10,Never-married,?,Own-child,White,Male,0,0,30,United-States,<=50K
76,Private,209674,7th-8th,4,Divorced,?,Not-in-family,White,Female,0,0,7,United-States,<=50K
58,Private,99131,HS-grad,9,Married-civ-spouse,?,Wife,White,Female,7298,0,40,United-States,>50K
21,Private,334593,Some-college,10,Never-married,?,Not-in-family,White,Male,0,0,40,United-States,<=50K
35,Private,151835,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,99999,0,50,United-States,>50K
22,Private,60331,Some-college,10,Married-civ-spouse,?,Husband,White,Male,0,0,10,United-States,<=50K
36,Private,177974,11th,7,Married-civ-spouse,?,Husband,White,Male,0,0,40,United-States,<=50K
59,Private,191665,Some-college,10,Widowed,?,Not-in-family,White,Female,0,2205,40,United-States,<=50K
32,Private,161309,Prof-school,15,Married-civ-spouse,?,Wife,White,Female,15024,0,50,United-States,>50K
54,Private,99208,Preschool,1,Married-civ-spouse,?,Husband,White,Male,0,0,16,United-States,<=50K
43,Private,132633,Some-college,10,Married-civ-spouse,Handlers-cleaners,Wife,White,Female,0,0,40,?,<=50K
34,Private,144194,Assoc-voc,11,Married-civ-spouse,?,Husband,White,Male,0,0,35,United-States,<=50K
23,Private,264874,Assoc-voc,11,Never-married,?,Other-relative,White,Female,0,0,40,?,<=50K
64,Private,223075,Bachelors,13,Divorced,?,Not-in-family,White,Female,0,0,8,United-States,<=50K
52,Private,88073,Bachelors,13,Divorced,?,Not-in-family,White,Female,0,0,40,United-States,<=50K
28,Private,375703,HS-grad,9,Divorced,?,Other-relative,Black,Female,0,1721,40,United-States,<=50K
42,Private,121352,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,80,?,>50K
51,Private,81169,HS-grad,9,Separated,?,Unmarried,White,Female,0,0,38,United-States,<=50K
18,Private,160984,11th,7,Never-married,?,Own-child,White,Female,0,0,6,United-States,<=50K
52,Private,148509,10th,6,Married-spouse-absent,Prof-specialty,Other-relative,Asian-Pac-Islander,Male,0,0,45,?,<=50K
53,Self-emp-inc,158294,Assoc-voc,11,Married-civ-spouse,Farming-fishing,Husband,White,Male,99999,0,75,United-States,>50K
23,Private,170456,Some-college,10,Never-married,?,Own-child,White,Male,0,0,5,United-States,<=50K
29,Private,143938,HS-grad,9,Separated,?,Unmarried,Black,Female,0,0,40,United-States,<=50K
18,Private,311863,HS-grad,9,Never-married,?,Own-child,White,Male,0,0,40,United-States,<=50K
20,Private,37932,Some-college,10,Never-married,?,Own-child,White,Male,0,0,30,United-States,<=50K
34,Private,344275,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,60,?,>50K
34,Private,73296,11th,7,Never-married,?,Not-in-family,Black,Female,0,0,40,United-States,<=50K
