age,workclass,educational-num,occupation,gender,capital-gain,capital-loss,hours-per-week,native-country,income,race_Amer-Indian-Eskimo,race_Asian-Pac-Islander,race_Black,race_Other,race_White
20.0,State-gov,10.0,Farming-fishing,1,0.0,0,32.0,1,0,0.0,0.0,0.0,0.0,1.0
28.0,Private,11.0,Prof-specialty,0,0.0,0,36.0,1,1,0.0,0.0,0.0,0.0,1.0
39.0,Private,4.0,Craft-repair,1,0.0,0,40.0,0,0,0.0,0.0,0.0,0.0,1.0
54.0,Private,10.0,Transport-moving,1,3908.0000000000005,0,50.0,1,0,0.0,0.0,0.0,0.0,1.0
52.0,Private,7.0,Priv-house-serv,0,0.0,0,18.0,1,0,0.0,0.0,1.0,0.0,0.0
56.0,Self-emp-inc,9.0,Exec-managerial,0,0.0,0,50.0,1,0,0.0,0.0,0.0,0.0,1.0
18.0,Private,10.0,Other-service,1,0.0,0,20.0,1,0,0.0,0.0,0.0,0.0,1.0
39.0,Private,9.0,Handlers-cleaners,1,0.0,0,40.0,1,0,0.0,0.0,1.0,0.0,0.0
21.0,Private,10.0,Other-service,0,0.0,1721,24.0,1,0,0.0,0.0,0.0,0.0,1.0
22.0,Private,9.0,Other-service,1,14084.000000000002,0,60.0,1,1,0.0,0.0,0.0,0.0,1.0
38.0,Private,5.0,Exec-managerial,1,0.0,0,54.0,0,0,0.0,0.0,0.0,0.0,1.0
21.0,Private,10.0,Adm-clerical,0,0.0,0,40.0,1,0,0.0,0.0,0.0,0.0,1.0
63.0,Private,9.0,Craft-repair,1,0.0,0,40.0,1,0,0.0,0.0,0.0,0.0,1.0
34.0,Local-gov,13.0,Exec-managerial,1,3103.0,0,50.0,1,1,0.0,0.0,0.0,0.0,1.0
42.0,Self-emp-inc,9.0,Exec-managerial,1,5178.0,0,50.0,1,1,0.0,0.0,0.0,0.0,1.0
33.0,Private,9.0,Handlers-cleaners,1,0.0,0,40.0,1,0,0.0,0.0,0.0,0.0,1.0
30.0,Private,13.0,Exec-managerial,0,0.0,0,50.0,1,0,0.0,0.0,0.0,0.0,1.0
39.0,Private,10.0,Sales,1,0.0,0,40.0,1,0,0.0,0.0,0.0,0.0,1.0
26.0,Private,14.0,Exec-managerial,0,0.0,0,40.0,1,0,0.0,0.0,0.0,0.0,1.0
33.0,Private,9.0,Machine-op-inspct,0,0.0,0,40.0,1,0,0.0,0.0,0.0,0.0,1.0
47.0,Local-gov,9.0,Adm-clerical,0,0.0,0,40.0,1,0,0.0,0.0,0.0,0.0,1.0
41.0,Private,13.0,Other-service,0,0.0,0,40.0,0,0,0.0,0.0,0.0,0.0,1.0
41.0,Self-emp-inc,12.0,Craft-repair,1,15024.0,0,60.0,1,1,0.0,0.0,0.0,0.0,1.0
19.0,Private,10.0,Other-service,1,0.0,0,20.0,1,0,0.0,0.0,0.0,0.0,1.0
46.0,Private,9.0,Transport-moving,1,0.0,0,40.0,1,0,0.0,0.0,0.0,0.0,1.0
43.0,Private,9.0,Sales,1,0.0,0,48.0,1,0,0.0,0.0,0.0,0.0,1.0
55.0,Private,10.0,Exec-managerial,1,15024.0,0,45.0,1,1,0.0,0.0,0.0,0.0,1.0
46.0,Private,11.0,Tech-support,1,0.0,0,40.0,1,0,0.0,0.0,0.0,0.0,1.0
30.0,Private,9.0,Machine-op-inspct,1,0.0,0,40.0,0,0,0.0,0.0,0.0,0.0,1.0
21.0,Private,10.0,Handlers-cleaners,0,0.0,0,40.0,1,0,0.0,0.0,0.0,0.0,1.0
46.0,Private,10.0,Craft-repair,1,0.0,0,40.0,0,0,0.0,0.0,0.0,1.0,0.0
17.0,Private,6.0,Machine-op-inspct,1,0.0,0,40.0,1,0,0.0,0.0,0.0,0.0,1.0
41.0,Private,9.0,Machine-op-inspct,1,0.0,0,50.0,1,0,0.0,0.0,0.0,0.0,1.0
69.0,Self-emp-inc,9.0,Sales,1,0.0,0,30.0,1,0,0.0,0.0,0.0,0.0,1.0
50.0,Private,9.0,Transport-moving,1,0.0,0,40.0,1,0,0.0,0.0,0.0,0.0,1.0
20.0,Private,10.0,Adm-clerical,0,0.0,0,40.0,1,0,0.0,0.0,0.0,0.0,1.0
45.0,Self-emp-inc,10.0,Machine-op-inspct,1,0.0,0,50.0,1,0,0.0,0.0,0.0,0.0,1.0
23.0,Private,13.0,Exec-managerial,1,0.0,0,40.0,1,0,0.0,0.0,0.0,0.0,1.0
24.0,Private,10.0,Other-service,1,0.0,1876,40.0,1,0,0.0,0.0,0.0,0.0,1.0
44.0,Self-emp-inc,9.0,Craft-repair,1,2016.4,0,50.0,0,1,0.0,0.0,0.0,0.0,1.0
31.0,Self-emp-not-inc,10.0,Craft-repair,1,0.0,0,50.0,1,0,0.0,0.0,0.0,0.0,1.0
43.0,Private,9.0,Machine-op-inspct,0,0.0,0,44.0,1,0,0.0,0.0,0.0,0.0,1.0
20.0,Federal-gov,7.0,Other-service,0,0.0,0,10.0,1,0,0.0,0.0,0.0,0.0,1.0
55.0,Private,9.0,Sales,1,0.0,0,56.0,1,1,0.0,0.0,0.0,0.0,1.0
24.0,Federal-gov,10.0,Armed-Forces,1,0.0,0,40.0,1,0,0.0,0.0,0.0,0.0,1.0
41.0,Private,14.0,Prof-specialty,0,7688.0,0,10.0,1,1,0.0,0.0,0.0,0.0,1.0
59.0,Private,13.0,Exec-managerial,0,0.0,0,25.0,1,0,0.0,0.0,0.0,0.0,1.0
49.0,Federal-gov,4.0,Other-service,1,0.0,0,20.0,1,0,0.0,0.0,1.0,0.0,0.0
33.0,Private,14.0,Prof-specialty,0,5178.0,0,10.0,1,1,0.0,0.0,0.0,0.0,1.0
59.0,Federal-gov,13.0,Adm-clerical,1,0.0,0,40.0,1,0,0.0,0.0,0.0,0.0,1.0
34.0,Private,14.0,Other-service,1,0.0,0,40.0,1,0,1.0,0.0,0.0,0.0,0.0
20.0,Private,9.0,Handlers-cleaners,1,0.0,0,40.0,1,0,0.0,0.0,0.0,0.0,1.0
25.0,Private,13.0,Exec-managerial,0,0.0,0,40.0,1,0,0.0,0.0,0.0,0.0,1.0
49.0,Private,6.0,Farming-fishing,1,0.0,0,40.0,1,0,0.0,0.0,0.0,0.0,1.0
59.0,Private,9.0,Transport-moving,1,0.0,0,40.0,1,1,0.0,0.0,0.0,0.0,1.0
20.0,Private,9.0,Adm-clerical,0,0.0,0,40.0,1,0,0.0,0.0,0.0,0.0,1.0
51.0,Private,10.0,Nothing ,0,0.0,0,18.0,1,0,0.0,0.0,0.0,0.0,1.0
33.0,Private,10.0,Adm-clerical,0,0.0,0,35.0,1,0,0.0,0.0,1.0,0.0,0.0
22.0,Private,10.0,Transport-moving,1,0.0,0,39.0,1,0,0.0,0.0,1.0,0.0,0.0
58.0,Self-emp-not-inc,5.0,Other-service,0,0.0,0,40.0,1,0,0.0,0.0,0.0,0.0,1.0
52.0,Local-gov,9.0,Adm-clerical,0,0.0,0,28.0,1,0,0.0,0.0,0.0,0.0,1.0
36.0,Private,6.0,Machine-op-inspct,0,0.0,0,40.0,1,0,0.0,0.0,0.0,0.0,1.0
41.0,Local-gov,9.0,Protective-serv,1,0.0,0,40.0,1,0,0.0,0.0,0.0,0.0,1.0
28.0,Private,9.0,Transport-moving,1,2597.0,0,40.0,1,0,0.0,0.0,0.0,0.0,1.0
19.0,Private,10.0,Handlers-cleaners,1,0.0,0,16.0,1,0,0.0,0.0,1.0,0.0,0.0
18.0,Private,9.0,Other-service,0,0.0,0,28.0,1,0,0.0,0.0,0.0,0.0,1.0
18.0,Private,9.0,Machine-op-inspct,0,0.0,0,48.0,1,0,0.0,0.0,0.0,0.0,1.0
28.0,Private,10.0,Craft-repair,1,0.0,0,40.0,1,0,0.0,0.0,0.0,0.0,1.0
29.0,Private,11.0,Exec-managerial,1,0.0,0,40.0,1,1,0.0,0.0,0.0,0.0,1.0
20.0,Private,9.0,Machine-op-inspct,0,0.0,0,20.0,1,0,0.0,0.0,0.0,0.0,1.0
40.0,Private,10.0,Handlers-cleaners,1,0.0,0,40.0,1,0,0.0,0.0,0.0,0.0,1.0
26.0,Private,9.0,Handlers-cleaners,1,0.0,0,40.0,1,0,0.0,0.0,0.0,0.0,1.0
46.0,Private,9.0,Craft-repair,1,0.0,0,40.0,1,0,0.0,0.0,0.0,0.0,1.0
23.0,Private,7.0,Other-service,0,0.0,0,24.0,1,0,0.0,0.0,0.0,0.0,1.0
44.0,Private,9.0,Adm-clerical,0,0.0,0,40.0,1,0,0.0,0.0,0.0,0.0,1.0
43.0,Private,13.0,Sales,0,0.0,0,40.0,1,1,0.0,0.0,0.0,0.0,1.0
31.0,Local-gov,13.0,Prof-specialty,0,0.0,0,60.0,1,0,0.0,0.0,0.0,0.0,1.0
18.0,Private,10.0,Sales,0,0.0,0,25.0,1,0,0.0,0.0,0.0,0.0,1.0
19.0,Private,10.0,Protective-serv,1,0.0,0,30.0,1,0,0.0,0.0,0.0,0.0,1.0
41.0,Private,10.0,Tech-support,0,0.0,0,40.0,1,0,0.0,0.0,0.0,0.0,1.0
41.0,Private,9.0,Handlers-cleaners,0,0.0,0,40.0,1,0,0.0,0.0,0.0,0.0,1.0
69.0,Private,9.0,Adm-clerical,0,0.0,0,25.0,1,0,0.0,0.0,0.0,0.0,1.0
48.0,Federal-gov,16.0,Prof-specialty,0,0.0,0,40.0,1,1,0.0,0.0,0.0,0.0,1.0
28.0,Private,9.0,Prof-specialty,1,0.0,0,40.0,1,0,0.0,0.0,0.0,0.0,1.0
27.0,Self-emp-not-inc,9.0,Craft-repair,1,0.0,0,60.0,0,1,0.0,0.0,0.0,0.0,1.0
41.0,Private,14.0,Prof-specialty,1,0.0,2415,50.0,1,1,0.0,0.0,0.0,0.0,1.0
41.0,Private,10.0,Adm-clerical,1,0.0,0,40.0,1,0,0.0,0.0,0.0,0.0,1.0
24.0,Private,9.0,Craft-repair,0,0.0,0,40.0,1,0,0.0,0.0,1.0,0.0,0.0
20.0,Private,9.0,Farming-fishing,0,0.0,0,40.0,1,0,0.0,0.0,0.0,0.0,1.0
42.0,Self-emp-inc,16.0,Prof-specialty,1,0.0,0,41.0,1,1,0.0,0.0,0.0,0.0,1.0
57.0,Private,9.0,Craft-repair,1,0.0,0,48.0,1,0,0.0,0.0,1.0,0.0,0.0
30.0,Private,12.0,Prof-specialty,0,0.0,0,40.0,1,0,0.0,0.0,0.0,0.0,1.0
36.0,Private,9.0,Sales,1,0.0,0,60.0,1,1,0.0,0.0,0.0,0.0,1.0
49.0,Private,4.0,Machine-op-inspct,1,0.0,0,40.0,1,0,0.0,0.0,1.0,0.0,0.0
33.0,Private,9.0,Machine-op-inspct,0,0.0,0,35.0,1,0,0.0,0.0,0.0,0.0,1.0
23.0,Private,6.0,Farming-fishing,1,0.0,0,40.0,1,0,0.0,0.0,0.0,0.0,1.0
46.0,Private,14.0,Prof-specialty,1,0.0,0,40.0,1,0,0.0,0.0,0.0,0.0,1.0
18.0,Private,10.0,Adm-clerical,0,0.0,0,22.0,0,0,0.0,1.0,0.0,0.0,0.0
40.0,Private,9.0,Exec-managerial,1,7688.0,0,55.0,1,1,0.0,0.0,0.0,0.0,1.0
43.0,Self-emp-inc,9.0,Exec-managerial,1,0.0,1887,45.0,1,1,0.0,0.0,0.0,0.0,1.0
34.0,Private,14.0,Prof-specialty,0,0.0,0,30.0,1,0,0.0,0.0,0.0,0.0,1.0
47.0,Self-emp-not-inc,9.0,Exec-managerial,0,0.0,0,30.0,1,0,0.0,0.0,0.0,0.0,1.0
44.0,Private,11.0,Exec-managerial,0,0.0,0,30.0,1,0,0.0,0.0,0.0,0.0,1.0
33.0,Private,9.0,Sales,1,0.0,0,40.0,1,1,0.0,0.0,0.0,0.0,1.0
55.0,Private,13.0,Exec-managerial,1,15024.0,0,50.0,1,1,0.0,0.0,0.0,0.0,1.0
19.0,Private,9.0,Sales,1,2907.0,0,30.0,1,0,0.0,0.0,0.0,0.0,1.0
28.0,Private,10.0,Other-service,1,0.0,0,14.0,1,0,0.0,0.0,1.0,0.0,0.0
27.0,Private,7.0,Other-service,0,0.0,0,32.0,1,0,0.0,0.0,1.0,0.0,0.0
50.0,Private,4.0,Machine-op-inspct,1,0.0,0,20.0,1,0,0.0,0.0,0.0,0.0,1.0
22.0,Private,7.0,Craft-repair,1,0.0,0,40.0,1,0,0.0,0.0,0.0,0.0,1.0
40.0,State-gov,13.0,Adm-clerical,1,0.0,1887,45.0,1,1,0.0,0.0,0.0,0.0,1.0
25.0,Private,10.0,Adm-clerical,0,0.0,0,40.0,1,0,0.0,0.0,0.0,0.0,1.0
26.0,Local-gov,9.0,Craft-repair,1,0.0,0,40.0,1,0,0.0,0.0,0.0,0.0,1.0
22.0,Private,13.0,Sales,1,0.0,0,25.0,1,0,0.0,0.0,0.0,0.0,1.0
42.0,Private,10.0,Handlers-cleaners,0,0.0,625,40.0,1,0,0.0,0.0,1.0,0.0,0.0
38.0,Self-emp-inc,13.0,Exec-managerial,1,0.0,0,40.0,1,0,0.0,0.0,0.0,0.0,1.0
55.0,Private,7.0,Other-service,1,0.0,0,30.0,1,0,0.0,0.0,0.0,0.0,1.0
32.0,Private,9.0,Sales,1,0.0,0,40.0,1,0,0.0,0.0,0.0,0.0,1.0
22.0,Private,9.0,Craft-repair,1,0.0,0,45.0,1,0,0.0,0.0,0.0,0.0,1.0
29.0,Private,13.0,Sales,1,0.0,0,40.0,1,0,0.0,0.0,0.0,0.0,1.0
46.0,State-gov,14.0,Exec-managerial,1,0.0,0,45.0,1,1,0.0,0.0,0.0,0.0,1.0
31.0,Private,10.0,Exec-managerial,1,0.0,0,40.0,1,1,0.0,0.0,0.0,0.0,1.0
58.0,Self-emp-not-inc,16.0,Prof-specialty,1,0.0,0,16.0,1,1,0.0,0.0,0.0,0.0,1.0
42.0,Private,9.0,Craft-repair,1,0.0,0,45.0,1,0,0.0,0.0,0.0,0.0,1.0
18.0,Private,9.0,Handlers-cleaners,1,0.0,0,25.0,1,0,0.0,0.0,0.0,0.0,1.0
58.0,Local-gov,9.0,Exec-managerial,1,0.0,0,33.0,1,0,0.0,0.0,0.0,0.0,1.0
54.0,Private,9.0,Prof-specialty,1,0.0,1887,40.0,1,1,0.0,0.0,0.0,0.0,1.0
34.0,Private,14.0,Prof-specialty,1,0.0,0,40.0,1,0,0.0,0.0,0.0,0.0,1.0
26.0,Private,13.0,Adm-clerical,0,0.0,0,40.0,1,0,0.0,0.0,0.0,0.0,1.0
61.0,Private,8.0,Exec-managerial,1,0.0,0,60.0,1,0,0.0,0.0,0.0,0.0,1.0
48.0,Local-gov,14.0,Adm-clerical,0,0.0,0,40.0,1,0,0.0,0.0,1.0,0.0,0.0
36.0,Private,10.0,Exec-managerial,1,0.0,0,45.0,1,1,0.0,0.0,0.0,0.0,1.0
24.0,Private,11.0,Machine-op-inspct,1,0.0,0,45.0,1,0,0.0,0.0,0.0,0.0,1.0
40.0,Private,10.0,Machine-op-inspct,1,0.0,0,37.0,1,0,0.0,0.0,0.0,0.0,1.0
33.0,Self-emp-inc,9.0,Sales,1,0.0,0,50.0,1,1,0.0,0.0,0.0,0.0,1.0
37.0,Private,10.0,Machine-op-inspct,1,0.0,1887,40.0,1,1,0.0,0.0,0.0,0.0,1.0
34.0,Private,14.0,Exec-managerial,1,4650.0,0,40.0,1,0,0.0,0.0,0.0,0.0,1.0
56.0,Self-emp-inc,10.0,Exec-managerial,1,15024.0,0,40.0,1,1,0.0,0.0,0.0,0.0,1.0
28.0,Private,9.0,Handlers-cleaners,0,0.0,0,38.0,1,1,0.0,0.0,0.0,0.0,1.0
37.0,Private,13.0,Exec-managerial,0,0.0,0,55.0,1,0,0.0,0.0,0.0,0.0,1.0
44.0,Private,9.0,Sales,0,0.0,0,40.0,1,0,0.0,0.0,1.0,0.0,0.0
64.0,Self-emp-inc,10.0,Machine-op-inspct,1,0.0,0,8.0,1,0,0.0,0.0,0.0,0.0,1.0
54.0,Private,9.0,Handlers-cleaners,1,0.0,0,45.0,1,0,0.0,0.0,0.0,0.0,1.0
23.0,Private,9.0,Machine-op-inspct,1,0.0,0,50.0,1,0,0.0,0.0,0.0,0.0,1.0
34.0,State-gov,13.0,Farming-fishing,1,0.0,0,40.0,0,0,0.0,0.0,1.0,0.0,0.0
22.0,Private,9.0,Other-service,0,0.0,0,45.0,1,0,0.0,0.0,0.0,0.0,1.0
33.0,Private,13.0,Exec-managerial,1,0.0,1977,40.0,1,1,0.0,0.0,0.0,0.0,1.0
39.0,Private,13.0,Prof-specialty,1,0.0,0,50.0,1,1,0.0,0.0,0.0,0.0,1.0
47.0,Private,10.0,Adm-clerical,0,0.0,0,37.0,1,0,0.0,0.0,1.0,0.0,0.0
79.0,Self-emp-inc,4.0,Handlers-cleaners,1,0.0,0,40.0,1,0,0.0,0.0,0.0,0.0,1.0
26.0,Private,9.0,Prof-specialty,0,0.0,0,55.0,1,0,0.0,0.0,1.0,0.0,0.0
31.0,Private,10.0,Exec-managerial,0,0.0,0,40.0,1,0,0.0,0.0,0.0,0.0,1.0
44.0,Private,10.0,Transport-moving,1,0.0,0,45.0,1,0,0.0,0.0,0.0,0.0,1.0
42.0,Self-emp-inc,15.0,Prof-specialty,0,0.0,0,50.0,1,1,0.0,0.0,0.0,0.0,1.0
19.0,Private,9.0,Machine-op-inspct,0,0.0,0,40.0,1,0,0.0,0.0,0.0,0.0,1.0
27.0,Private,9.0,Handlers-cleaners,1,0.0,0,40.0,1,1,0.0,0.0,0.0,0.0,1.0
51.0,Local-gov,10.0,Protective-serv,1,0.0,0,40.0,1,1,0.0,0.0,0.0,0.0,1.0
28.0,Self-emp-inc,13.0,Exec-managerial,1,0.0,0,50.0,1,0,0.0,0.0,0.0,0.0,1.0
57.0,Private,13.0,Craft-repair,1,0.0,0,45.0,1,0,0.0,0.0,0.0,0.0,1.0
45.0,Local-gov,13.0,Prof-specialty,0,0.0,0,40.0,1,0,0.0,0.0,0.0,0.0,1.0
50.0,Private,11.0,Prof-specialty,1,0.0,0,40.0,1,1,0.0,0.0,0.0,0.0,1.0
34.0,Self-emp-inc,13.0,Sales,1,0.0,0,54.0,1,0,0.0,0.0,0.0,0.0,1.0
45.0,Private,4.0,Craft-repair,1,0.0,0,40.0,1,0,0.0,0.0,1.0,0.0,0.0
73.0,Local-gov,9.0,Exec-managerial,1,0.0,0,20.0,1,0,0.0,0.0,0.0,0.0,1.0
34.0,Private,13.0,Prof-specialty,0,0.0,0,50.0,1,1,0.0,0.0,0.0,0.0,1.0
31.0,Private,10.0,Sales,1,0.0,0,55.0,1,1,0.0,0.0,0.0,0.0,1.0
19.0,Private,7.0,Sales,1,0.0,0,12.0,1,0,0.0,0.0,0.0,0.0,1.0
25.0,Private,10.0,Other-service,0,0.0,0,50.0,1,0,0.0,0.0,0.0,0.0,1.0
38.0,Federal-gov,11.0,Craft-repair,0,6497.0,0,40.0,1,0,0.0,0.0,0.0,0.0,1.0
39.0,Private,13.0,Transport-moving,1,0.0,0,40.0,1,0,0.0,0.0,0.0,0.0,1.0
23.0,Private,13.0,Tech-support,0,0.0,0,32.0,1,0,0.0,0.0,1.0,0.0,0.0
49.0,Private,9.0,Machine-op-inspct,1,0.0,0,40.0,1,0,0.0,0.0,0.0,0.0,1.0
33.0,Federal-gov,9.0,Other-service,1,0.0,0,32.0,1,0,0.0,0.0,0.0,0.0,1.0
21.0,Private,3.0,Machine-op-inspct,1,0.0,0,38.0,0,0,0.0,0.0,0.0,0.0,1.0
31.0,Private,11.0,Craft-repair,1,0.0,0,40.0,1,0,0.0,0.0,0.0,0.0,1.0
23.0,Private,13.0,Exec-managerial,0,0.0,0,45.0,1,0,0.0,0.0,0.0,0.0,1.0
34.0,Private,13.0,Adm-clerical,1,0.0,0,40.0,0,0,0.0,1.0,0.0,0.0,0.0
25.0,Private,9.0,Machine-op-inspct,0,0.0,0,40.0,0,0,0.0,1.0,0.0,0.0,0.0
39.0,Private,9.0,Craft-repair,1,0.0,0,40.0,1,0,0.0,0.0,0.0,0.0,1.0
52.0,Self-emp-inc,9.0,Sales,1,0.0,0,40.0,1,1,0.0,0.0,0.0,0.0,1.0
63.0,Local-gov,5.0,Transport-moving,1,7688.0,0,40.0,1,1,0.0,0.0,0.0,0.0,1.0
41.0,Private,10.0,Craft-repair,1,0.0,0,40.0,1,0,0.0,0.0,0.0,0.0,1.0
46.0,Private,13.0,Prof-specialty,1,15024.0,0,38.0,1,1,0.0,0.0,0.0,0.0,1.0
53.0,Local-gov,9.0,Exec-managerial,1,0.0,0,40.0,1,0,0.0,0.0,0.0,0.0,1.0
25.0,Private,5.0,Nothing ,0,1055.0,0,40.0,1,0,0.0,0.0,0.0,0.0,1.0
77.0,Self-emp-inc,10.0,Machine-op-inspct,1,0.0,0,35.0,1,0,0.0,0.0,0.0,0.0,1.0
18.0,Private,8.0,Priv-house-serv,1,0.0,0,40.0,1,0,0.0,0.0,0.0,0.0,1.0
38.0,Private,15.0,Prof-specialty,1,0.0,0,50.0,1,0,0.0,0.0,0.0,0.0,1.0
55.0,Private,14.0,Exec-managerial,0,0.0,0,50.0,0,0,0.0,1.0,0.0,0.0,0.0
34.0,Private,9.0,Tech-support,1,0.0,0,40.0,1,1,0.0,0.0,0.0,0.0,1.0
80.0,Self-emp-not-inc,9.0,Other-service,1,0.0,0,30.0,1,0,0.0,0.0,0.0,0.0,1.0
34.0,Private,11.0,Tech-support,0,0.0,0,60.0,1,0,0.0,0.0,0.0,0.0,1.0
52.0,Private,10.0,Tech-support,1,5013.0,0,40.0,1,0,0.0,0.0,0.0,0.0,1.0
42.0,Private,9.0,Other-service,0,0.0,0,28.0,0,0,0.0,0.0,1.0,0.0,0.0
26.0,Private,10.0,Sales,0,0.0,0,40.0,1,0,0.0,0.0,0.0,0.0,1.0
31.0,Private,9.0,Transport-moving,1,0.0,0,40.0,1,0,0.0,0.0,0.0,0.0,1.0
25.0,Local-gov,9.0,Other-service,0,0.0,0,35.0,1,0,0.0,0.0,0.0,0.0,1.0
55.0,Self-emp-not-inc,9.0,Craft-repair,1,0.0,2057,60.0,1,0,0.0,0.0,0.0,0.0,1.0
19.0,Private,10.0,Other-service,0,0.0,0,12.0,1,0,0.0,0.0,0.0,0.0,1.0
62.0,Self-emp-not-inc,10.0,Transport-moving,1,0.0,0,32.0,1,0,0.0,0.0,0.0,0.0,1.0
22.0,Federal-gov,10.0,Adm-clerical,0,0.0,0,20.0,1,0,0.0,0.0,0.0,0.0,1.0
39.0,Private,9.0,Farming-fishing,0,0.0,0,50.0,1,0,0.0,0.0,0.0,0.0,1.0
35.0,Private,9.0,Handlers-cleaners,1,0.0,0,40.0,1,0,0.0,0.0,0.0,0.0,1.0
